origin,review_status,game_id,game_name,category_id,category_name,item_id,kind,prompt,answers_or_aliases,reason
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,countries,بلدان,countries-20,identity,البرازيل,البرازيل,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-canada,identity,كندا,كندا | Canada,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-australia,identity,أستراليا,أستراليا | Australia,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-mexico,identity,المكسيك,المكسيك | Mexico,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-greece,identity,اليونان,اليونان | Greece,NEW. بلد إضافي بأسلوب قائمة أطلس أكثر من موضوع سالفة/تخمين ممتع.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-portugal,identity,البرتغال,البرتغال | Portugal,NEW. بلد إضافي بأسلوب قائمة أطلس أكثر من موضوع سالفة/تخمين ممتع.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-south-korea,identity,كوريا الجنوبية,كوريا الجنوبية | South Korea,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-singapore,identity,سنغافورة,سنغافورة | Singapore,NEW. بلد إضافي بأسلوب قائمة أطلس أكثر من موضوع سالفة/تخمين ممتع.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-argentina,identity,الأرجنتين,الأرجنتين | Argentina,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,KEEP,guessing-challenge,تحدي التخمين,countries,بلدان,countries-iraq,identity,العراق,العراق | Iraq,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-lebanon,identity,لبنان,لبنان | Lebanon,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-syria,identity,سوريا,سوريا | Syria,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-yemen,identity,اليمن,اليمن | Yemen,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-sudan,identity,السودان,السودان | Sudan,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-pakistan,identity,باكستان,باكستان | Pakistan,NEW. بلد إضافي بأسلوب قائمة أطلس أكثر من موضوع سالفة/تخمين ممتع.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-russia,identity,روسيا,روسيا | Russia,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-tunisia,identity,تونس,تونس | Tunisia,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-algeria,identity,الجزائر,الجزائر | Algeria,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,KEEP,guessing-challenge,تحدي التخمين,countries,بلدان,countries-palestine,identity,فلسطين,فلسطين | Palestine,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-sweden,identity,السويد,السويد | Sweden,NEW. بلد إضافي بأسلوب قائمة أطلس أكثر من موضوع سالفة/تخمين ممتع.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,countries,بلدان,countries-switzerland,identity,سويسرا,سويسرا | Switzerland,NEW. بلد إضافي بأسلوب قائمة أطلس أكثر من موضوع سالفة/تخمين ممتع.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-1,identity,كريستيانو رونالدو,كريستيانو رونالدو | Cristiano Ronaldo | CR7,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-2,identity,ليونيل ميسي,ليونيل ميسي | Lionel Messi | ميسي,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-3,identity,نيمار,نيمار,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-4,identity,كيليان مبابي,كيليان مبابي,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-5,identity,محمد صلاح,محمد صلاح,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-6,identity,كريم بنزيما,كريم بنزيما,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-7,identity,لوكا مودريتش,لوكا مودريتش,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-8,identity,روبرت ليفاندوفسكي,روبرت ليفاندوفسكي,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-9,identity,إيرلينغ هالاند,إيرلينغ هالاند,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-10,identity,فينيسيوس جونيور,فينيسيوس جونيور,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-11,identity,رونالدينيو,رونالدينيو,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-12,identity,زين الدين زيدان,زين الدين زيدان,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-13,identity,ديفيد بيكهام,ديفيد بيكهام,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-14,identity,أندريس إنييستا,أندريس إنييستا,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-15,identity,تشافي,تشافي,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-16,identity,سيرجيو راموس,سيرجيو راموس,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-17,identity,بوفون,بوفون,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-18,identity,رونالدو نازاريو,رونالدو نازاريو,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-19,identity,بيليه,بيليه,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-20,identity,مارادونا,مارادونا,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
NEW,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-hilal,identity,الهلال,الهلال | Al Hilal,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-nassr,identity,النصر,النصر | Al Nassr,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-ittihad,identity,الاتحاد,الاتحاد | Al Ittihad,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-ahli,identity,الأهلي,الأهلي | Al Ahli,NEW. الأهلي غامض (سعودي/مصري/إماراتي) بدون تحديد.
NEW,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-barcelona,identity,برشلونة,برشلونة | Barcelona,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,guessing-challenge,تحدي التخمين,football,كرة قدم,football-real-madrid,identity,ريال مدريد,ريال مدريد | Real Madrid,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-liverpool,identity,ليفربول,ليفربول | Liverpool,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-man-city,identity,مانشستر سيتي,مانشستر سيتي | Manchester City,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-bayern,identity,بايرن ميونخ,بايرن ميونخ | Bayern Munich,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-juventus,identity,يوفنتوس,يوفنتوس | Juventus,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-chelsea,identity,تشيلسي,تشيلسي | Chelsea,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-arsenal,identity,آرسنال,آرسنال | Arsenal,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-kaka,identity,كاكا,كاكا | Kaka,NEW. لاعب إضافي على فئة كانت أصلًا 20 لاعبًا. الأندية هي التنويع؛ الأسماء الجديدة تكرار نمط.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-neuer,identity,نوير,نوير | Neuer,NEW. لاعب إضافي على فئة كانت أصلًا 20 لاعبًا. الأندية هي التنويع؛ الأسماء الجديدة تكرار نمط.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-de-bruyne,identity,دي بروين,دي بروين | De Bruyne,NEW. لاعب إضافي على فئة كانت أصلًا 20 لاعبًا. الأندية هي التنويع؛ الأسماء الجديدة تكرار نمط.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-van-dijk,identity,فان دايك,فان دايك | Van Dijk,NEW. لاعب إضافي على فئة كانت أصلًا 20 لاعبًا. الأندية هي التنويع؛ الأسماء الجديدة تكرار نمط.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-bellingham,identity,بيلينغهام,بيلينغهام | Bellingham,NEW. لاعب إضافي على فئة كانت أصلًا 20 لاعبًا. الأندية هي التنويع؛ الأسماء الجديدة تكرار نمط.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-ibrahimovic,identity,إبراهيموفيتش,إبراهيموفيتش | Ibrahimovic,NEW. لاعب إضافي على فئة كانت أصلًا 20 لاعبًا. الأندية هي التنويع؛ الأسماء الجديدة تكرار نمط.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-henry,identity,تييري هنري,تييري هنري | Thierry Henry,NEW. لاعب إضافي؛ الفئة الأصلية كانت 20 لاعبًا أصلًا. الأندية هي التنويع الحقيقي.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,football,كرة قدم,football-kante,identity,كانتي,كانتي | Kante,NEW. لاعب إضافي على فئة كانت أصلًا 20 لاعبًا. الأندية هي التنويع؛ الأسماء الجديدة تكرار نمط.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-1,identity,Breaking Bad,Breaking Bad | بريكنق باد | بريكنغ باد,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-2,identity,Game of Thrones,Game of Thrones | جيم أوف ثرونز,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-3,identity,Prison Break,Prison Break,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-4,identity,The Walking Dead,The Walking Dead | ذا ووكينغ ديد,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-5,identity,Peaky Blinders,Peaky Blinders | بيكي بلايندرز,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-6,identity,Stranger Things,Stranger Things,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-7,identity,Money Heist,Money Heist | La Casa de Papel | لا كاسا دي بابيل,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-8,identity,The Boys,The Boys,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-9,identity,Dexter,Dexter,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-10,identity,Sherlock,Sherlock,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-11,identity,The Last of Us,The Last of Us | ذا لاست أوف أس,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-12,identity,Squid Game,Squid Game,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-13,identity,Better Call Saul,Better Call Saul | بيتر كول سول,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-14,identity,Vikings,Vikings | فايكنغز | فايكنجز,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-15,identity,Lost,Lost,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-16,identity,The Witcher,The Witcher | ذا ويتشر | The Witcher 3 | ويتشر 3,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-17,identity,House of the Dragon,House of the Dragon,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-18,identity,The Sopranos,The Sopranos | ذا سوبرانوز | سوبرانوز,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-19,identity,Narcos,Narcos | ناركوس,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-20,identity,Suits,Suits,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
NEW,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-friends,identity,Friends,Friends | فريندز,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-office,identity,The Office,The Office | ذا أوفيس,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,guessing-challenge,تحدي التخمين,series,مسلسلات,series-wednesday,identity,Wednesday,Wednesday | وينزداي,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,series,مسلسلات,series-dark,identity,Dark,Dark | دارك,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,series,مسلسلات,series-black-mirror,identity,Black Mirror,Black Mirror | بلاك ميرور,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,series,مسلسلات,series-arcane,identity,Arcane,Arcane | أركين,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,series,مسلسلات,series-bear,identity,The Bear,The Bear | ذا بير,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,series,مسلسلات,series-succession,identity,Succession,Succession | سكسيشن,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,series,مسلسلات,series-crown,identity,The Crown,The Crown | ذا كراون,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,series,مسلسلات,series-house,identity,House,House | هاوس,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,series,مسلسلات,series-mandalorian,identity,The Mandalorian,The Mandalorian | ماندلوريان,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,FIX,guessing-challenge,تحدي التخمين,series,مسلسلات,series-himym,identity,How I Met Your Mother,How I Met Your Mother,NEW. لا يوجد مقابل عربي شائع في accepted answers.
NEW,FIX,guessing-challenge,تحدي التخمين,series,مسلسلات,series-b99,identity,Brooklyn Nine-Nine,Brooklyn Nine-Nine,NEW. لا يوجد مقابل عربي.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,series,مسلسلات,series-the-wire,identity,The Wire,The Wire | ذا واير,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,series,مسلسلات,series-fargo,identity,Fargo,Fargo | فارغو,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,FIX,guessing-challenge,تحدي التخمين,series,مسلسلات,series-true-detective,identity,True Detective,True Detective,NEW. لا يوجد مقابل عربي، والعنوان نيش أصلًا.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,series,مسلسلات,series-seinfeld,identity,Seinfeld,Seinfeld | ساينفلد,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,FIX,guessing-challenge,تحدي التخمين,series,مسلسلات,series-expanse,identity,The Expanse,The Expanse,NEW. لا يوجد مقابل عربي، والعنوان نيش أصلًا.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,series,مسلسلات,series-andor,identity,Andor,Andor | أندور,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,guessing-challenge,تحدي التخمين,series,مسلسلات,series-ted-lasso,identity,Ted Lasso,Ted Lasso | تيد لاسو,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-1,identity,Minecraft,Minecraft | ماينكرافت,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-2,identity,Fortnite,Fortnite | فورتنايت,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-3,identity,PUBG,PUBG | ببجي | PlayerUnknown's Battlegrounds,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-4,identity,GTA V,GTA V | GTA 5 | قراند 5 | Grand Theft Auto V,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-5,identity,Call of Duty,Call of Duty | كول أوف ديوتي | COD,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-6,identity,FIFA,FIFA | EA Sports FC | EA FC | فيفا,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-7,identity,Rocket League,Rocket League | روكيت ليق | روكيت ليغ,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-8,identity,Valorant,Valorant | فالورانت,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-9,identity,League of Legends,League of Legends,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-10,identity,Counter-Strike,Counter-Strike | كاونتر سترايك | CS | CS2,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-11,identity,Overwatch,Overwatch | أوفرواتش,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-12,identity,Marvel Rivals,Marvel Rivals | مارفل رايفلز | مارفل ريفالز,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-13,identity,Among Us,Among Us | امونغ اس,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-14,identity,The Last of Us,The Last of Us | ذا لاست أوف أس,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-15,identity,Red Dead Redemption 2,Red Dead Redemption 2 | ريد ديد 2 | RDR2,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,guessing-challenge,تحدي التخمين,games,ألعاب,games-16,identity,Resident Evil,Resident Evil | ريزدنت إيفل | رزدنت ايفل,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
